Genus	Species	Aggregation_score	B_vitamins	Copies_16S	GC_content	Gene_number	Genome_Mb	Gram_positive	IgA	Length	Motility	Oxygen_tolerance	pH_optimum	Salt_optimum	Temp_optimum	Width	Sporulation
Alicyclobacillus	heridum	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alicyclobacillus	kakegawensis	NA	NA	NA	61.5	NA	3.42158	1	NA	1.5040773967762742	1	5	4.25	1	52.5	-0.4307829160924542	1
Alicyclobacillus	macrorangiidus	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alicyclobacillus	mali	NA	NA	NA	NA	NA	2.78697	1	NA	NA	NA	NA	5	NA	NA	NA	NA
Alicyclobacillus	mengziensis	NA	NA	NA	50.9693	4943	5.29354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alicyclobacillus	montanus	NA	NA	NA	44.6	NA	3.04591	1	NA	1.3862943611198906	1	5	3	NA	NA	-0.2876820724517809	1
Alicyclobacillus	pohliae	NA	NA	NA	55.1	NA	NA	1	NA	0.6931471805599453	NA	NA	5.5	NA	55	-0.6931471805599453	1
Alicyclobacillus	pomorum	NA	NA	NA	53.1	NA	3.39856	1	NA	1.0986122886681098	1	5	4.25	NA	NA	-0.10536051565782628	0
Alicyclobacillus	sacchari	NA	NA	NA	56.6	NA	2.94632	1	NA	1.5040773967762742	1	5	4.25	1	47.5	-0.4307829160924542	1
Alicyclobacillus	sendaiensis	NA	NA	NA	62.3	NA	2.79385	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alicyclobacillus	shizuokensis	NA	NA	NA	60.5	NA	3.62893	1	NA	1.5040773967762742	1	5	4.25	2.5	47.5	-0.2876820724517809	1
Alicyclobacillus	suci	NA	NA	NA	NA	NA	3.99998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alicyclobacillus	tengchongensis	NA	NA	NA	53.7	NA	2.80944	1	NA	NA	1	5	NA	NA	NA	NA	1
Alicyclobacillus	tolerans	NA	NA	NA	NA	NA	5.90796	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alicyclobacillus	vulcanalis	NA	NA	NA	62	NA	2.99448	1	NA	0.6931471805599453	NA	5	4	NA	55	-0.5978370007556204	1
Alienimonas	californiensis	NA	NA	NA	70.1	NA	5.47522	0	NA	0.6931471805599453	1	5	NA	NA	NA	0.4382549309311553	NA
Alienimonas	chondri	NA	NA	NA	NA	NA	5.29563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aliicoccus	persicus	NA	NA	NA	38.8	NA	2.06141	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aliidiomarina	celeris	NA	NA	NA	49.5	NA	2.80086	0	NA	0.7178397931503168	1	2	NA	NA	NA	-0.2876820724517809	NA
Aliidiomarina	halalkaliphila	NA	NA	NA	NA	NA	2.5718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aliidiomarina	haloalkalitolerans	NA	NA	NA	54.7	NA	2.67593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aliidiomarina	indica	NA	NA	NA	NA	NA	2.65211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aliidiomarina	iranensis	NA	NA	NA	51.6	NA	2.65062	0	NA	0.6931471805599453	1	2	NA	NA	NA	-0.2876820724517809	NA
Aliidiomarina	maris	NA	NA	NA	50.4	NA	3.00245	0	NA	0.47000362924573563	1	5	NA	NA	NA	-0.7985076962177716	0
Aliidiomarina	minuta	NA	NA	NA	NA	NA	2.95759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aliidiomarina	sanyensis	NA	NA	NA	NA	NA	2.59734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aliidiomarina	sedimenti	NA	NA	NA	51.2	NA	2.85485	0	NA	0.6678293725756554	1	5	NA	NA	NA	-1.0498221244986778	NA
Aliidiomarina	shirensis	NA	NA	NA	45.8	NA	2.71014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aliidiomarina	soli	NA	NA	NA	49.3	NA	3.09906	0	NA	0.5877866649021191	1	5	NA	NA	NA	-1.6094379124341003	0
Aliidiomarina	taiwanensis	NA	NA	NA	51.5	NA	2.52947	0	NA	0.7654678421395714	1	5	NA	NA	NA	-0.4307829160924542	0
Aliidiomarina	Taiwanensis	NA	NA	NA	51.5	NA	NA	0	NA	0.7654678421395714	1	NA	7	NA	35	-0.4307829160924542	0
Aliidongia	dinghuensis	NA	NA	NA	65.8	NA	7.37298	0	NA	0.5596157879354227	1	5	NA	NA	NA	-0.6931471805599453	0
Aliifodinibius	halophilus	NA	NA	NA	47.5	NA	4.19251	0	NA	1.55814461804655	0	2	NA	NA	NA	-0.5108256237659907	NA
Aliifodinibius	roseus	1	NA	NA	49	NA	5.08224	0	NA	-0.5978370007556204	0	2	7	8	28	-1.2039728043259361	0
Aliifodinibius	salicampi	NA	NA	NA	48.5	NA	NA	0	NA	-0.2231435513142097	0	5	NA	NA	NA	-1.2039728043259361	0
Aliifodinibius	salipaludis	NA	NA	NA	42.2	NA	NA	0	NA	0.8109302162163288	0	4	NA	NA	NA	0.22314355131420976	NA
Aliifodinibius	saliphilus	NA	NA	NA	NA	NA	3.60688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aliifodinibius	sediminis	1	NA	NA	48.4	NA	4.4344	0	NA	-0.5978370007556204	0	5	7	8	28	-1.2039728043259361	0
Aliiglaciecola	aliphaticivorans	NA	NA	NA	44.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aliiglaciecola	lipolytica	NA	NA	NA	40.8	NA	4.84214	0	NA	0.5596157879354227	1	5	NA	NA	30	NA	0
Aliiglaciecola	litoralis	NA	NA	NA	43	NA	NA	0	NA	0.6931471805599453	1	5	NA	NA	30	NA	NA
Aliihoeflea	aestuarii	NA	NA	NA	53.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aliikangiella	coralliicola	NA	NA	NA	NA	NA	7.04471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aliikangiella	marina	NA	NA	NA	NA	NA	5.33633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aliiroseovarius	crassostreae	1	NA	NA	59	NA	3.72538	0	NA	1.0296194171811581	1	5	NA	NA	NA	-0.10536051565782628	NA
Aliiroseovarius	halocynthiae	NA	NA	NA	55.4	NA	3.39063	0	NA	1.308332819650179	1	5	NA	NA	NA	-0.5978370007556204	NA
Aliiroseovarius	marinus	NA	NA	NA	NA	NA	3.13341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aliiroseovarius	pelagivivens	NA	NA	NA	NA	NA	3.33155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aliiroseovarius	sediminilitoris	1	NA	NA	63	NA	3.41346	0	NA	0.5877866649021191	1	5	NA	NA	NA	-1.0498221244986778	NA
Aliiroseovarius	zhejiangensis	NA	NA	NA	NA	NA	3.42291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aliiruegeria	haliotis	NA	NA	NA	NA	NA	5.04474	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Aliiruegeria	lutimaris	NA	NA	NA	NA	NA	5.81151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aliiruegeria	sabulilitoris	NA	NA	NA	NA	NA	5.32468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aliishimia	ponticola	NA	NA	NA	61.5	NA	4.07639	0	NA	1.6486586255873816	0	5	NA	NA	NA	-0.5108256237659907	0
Aliivibrio	finisterrensis	NA	NA	NA	40	NA	3.91697	0	NA	NA	1	2	NA	2	NA	NA	NA
Aliivibrio	fischeri	NA	NA	12	38.965900000000005	3949	4.3252875	0	NA	NA	1	4.1	NA	NA	NA	NA	1
Aliivibrio	logei	NA	NA	NA	NA	NA	4.638	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Aliivibrio	salmonicida	NA	NA	12.5	38.87975	4564.5	4.6977079999999996	0	NA	NA	1	4	NA	NA	NA	NA	1
Aliivibrio	sifiae	NA	NA	NA	NA	NA	4.74324	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Aliivibrio	wodanis	NA	NA	NA	38.4801	4281	4.63513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alishewanella	aestuarii	1	NA	NA	49.5	NA	3.58805	0	NA	NA	1	5	NA	5	37	NA	NA
Alishewanella	agri	1	NA	NA	54.8	NA	3.49171	0	NA	0.23111172096338664	0	5	6	2	30	-0.6931471805599453	NA
Alishewanella	fetalis	NA	NA	NA	51	NA	NA	0	NA	0.6931471805599453	0	3.5	NA	NA	NA	-0.2876820724517809	NA
Alishewanella	jeotgali	NA	NA	NA	53.6	NA	3.83136	0	NA	1.3862943611198906	1	2.6666666666666665	8	1	37	0	NA
Alishewanella	longhuensis	NA	NA	NA	NA	NA	3.94844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alishewanella	tabrizica	NA	NA	NA	45.3	NA	3.7444	0	NA	0.5596157879354227	1	5	7	NA	30	-0.10536051565782628	NA
Alistipes	avicola	NA	NA	NA	NA	NA	1.81136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alistipes	avistercoris	NA	NA	NA	NA	NA	2.529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alistipes	communis	NA	NA	2	58.47142857142857	2757	3.301662	0	NA	NA	1	1	NA	NA	NA	NA	1
Alistipes	cottocaccae	NA	NA	NA	NA	NA	2.63515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alistipes	excrementavium	NA	NA	NA	NA	NA	2.31954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alistipes	excrementigallinarum	NA	NA	NA	NA	NA	2.37386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alistipes	excrementipullorum	NA	NA	NA	NA	NA	1.74869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alistipes	faecavium	NA	NA	NA	NA	NA	2.3852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alistipes	faecigallinarum	NA	NA	NA	NA	NA	2.18496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alistipes	finegoldii	NA	NA	2	56.8	3398	3.810524	0	NA	NA	0	1	NA	NA	NA	NA	0.165
Alistipes	ihumii	NA	NA	NA	57.9	NA	2.77282	0	NA	NA	0	1	NA	NA	NA	NA	1
Alistipes	indistinctus	1	6	2	54.964	2517	3.09558	0	NA	0.8754687373538999	0	1	7	0.5	37	-0.5108256237659907	0.25
Alistipes	inops	NA	NA	NA	56.6	NA	2.45025	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
Alistipes	intestinigallinarum	NA	NA	NA	NA	NA	2.63788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alistipes	intestinipullorum	NA	NA	NA	NA	NA	2.30158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alistipes	megaguti	NA	NA	3	58.6	2694	3.27086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alistipes	merdavium	NA	NA	NA	NA	NA	2.31785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alistipes	merdigallinarum	NA	NA	NA	NA	NA	2.34163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alistipes	merdipullorum	NA	NA	NA	NA	NA	2.07326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alistipes	onderdonkii	1	NA	2	57.96923076923077	2934	3.4886144444444445	0	NA	0.5596157879354227	0	1	7	0	37	-1.0498221244986778	0
Alistipes	provencensis	NA	NA	NA	NA	NA	3.8052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alistipes	pullicola	NA	NA	NA	NA	NA	1.76621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alistipes	pullistercoris	NA	NA	NA	NA	NA	1.99223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alistipes	putredinis	NA	NA	NA	53.733333333333334	2085	2.12356	0	NA	NA	0	1	NA	NA	NA	NA	1
Alistipes	senegalensis	NA	NA	NA	58.33333333333333	3234	3.907016666666667	0	NA	NA	0	1	NA	NA	NA	NA	1
Alistipes	shahii	1	NA	NA	56	NA	3.56175	0	NA	0.8329091229351039	0	1	7	0	37	-1.8971199848858813	0.3333333333333333
Alistipes	stercoravium	NA	NA	NA	NA	NA	2.11731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alistipes	stercorigallinarum	NA	NA	NA	NA	NA	2.36772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alistipes	stercoripullorum	NA	NA	NA	NA	NA	2.23717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alistipes	timonensis	NA	NA	NA	58.82	NA	3.48896	0	NA	NA	0	1	NA	NA	NA	NA	1
Alkalibacillus	aidingensis	NA	NA	NA	NA	NA	2.84332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalibacillus	almallahensis	NA	NA	NA	38.2	NA	2.70926	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalibacillus	filiformis	1	NA	NA	39.5	NA	NA	1	NA	2.302585092994046	0	5	9	10	30	-1.2909841813155656	1
Alkalibacillus	flavidus	NA	NA	NA	48.1	NA	NA	1	NA	1.6389967146756448	1	3.6666666666666665	8.75	10	37	-1.2039728043259361	1
Alkalibacillus	haloalkaliphilus	NA	NA	NA	37.1	NA	2.88297	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalibacillus	halophilus	NA	NA	NA	39	NA	NA	1	NA	NA	1	5	NA	NA	NA	NA	1
Alkalibacillus	salilacus	NA	NA	NA	41	NA	NA	1	NA	NA	1	5	NA	NA	NA	NA	1
Alkalibacillus	silvisoli	NA	NA	NA	37	NA	NA	1	NA	1.5654860249049176	1	5	9.25	NA	33.5	-0.916290731874155	1
Alkalibacter	mobilis	NA	NA	NA	NA	NA	2.51696	NA	NA	NA	NA	1	8.5	NA	NA	NA	NA
Alkalibacter	saccharofermentans	NA	NA	NA	42.1	NA	2.33136	1	NA	0.6931471805599453	0	1	8.7	NA	NA	-0.6931471805599453	1
Alkalibacterium	gilvum	0	NA	NA	36.8	NA	2.1819	1	NA	1.9021075263969205	0	3	9	3.5	25	-0.35667494393873245	0
Alkalibacterium	iburiense	1	NA	NA	42.9	NA	NA	1	NA	0.6931471805599453	1	2	NA	8	33.5	-0.5108256237659907	0
Alkalibacterium	indicireducens	NA	NA	NA	47.4	NA	NA	0.3333333333333333	NA	0.9932517730102834	1	4	10.65	6	25	-0.2231435513142097	0
Alkalibacterium	kapii	1	NA	NA	39.4	NA	1.99127	1	NA	0.5738004229273792	1	3	8.75	2	31	0.5738004229273792	0
Alkalibacterium	olivapovliticus	NA	NA	NA	39.7	NA	2.82653	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalibacterium	pelagium	1	NA	NA	42.2	NA	2.61753	1	NA	0.9360933591703348	1	3	9.25	1	37	0.9360933591703348	0
Alkalibacterium	psychrotolerans	NA	NA	NA	40.6	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalibacterium	putridalgicola	1	NA	NA	42.5	NA	2.58864	1	NA	1.1151415906193203	1	3	8.5	3	38.5	1.1151415906193203	0
Alkalibacterium	subtropicum	NA	NA	NA	43.7	NA	2.49145	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalibacterium	thalassium	1	NA	NA	41.7	NA	2.36496	1	NA	1.2947271675944	0	3	9	1.75	37	1.2947271675944	0
Alkalibaculum	bacchi	1	NA	NA	34	NA	3.09894	0.3333333333333333	NA	0.6151856390902335	1	1	8.25	0	37	-0.4307829160924542	0
Alkalicaulis	satelles	NA	NA	NA	NA	NA	2.88863	NA	NA	NA	NA	5	8.8	NA	NA	NA	NA
Alkalicella	caledoniensis	NA	NA	NA	36.2	3624	3.69537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalicoccobacillus	murimartini	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	5	NA	NA	NA	NA	NA
Alkalicoccus	chagannorensis	NA	NA	NA	53.8	NA	3.5197	1	NA	0.9162907318741551	1	3	8.4	NA	NA	-0.4307829160924542	0.5
Alkalicoccus	daliensis	NA	NA	NA	43.9	NA	3.77816	1	NA	1.0986122886681098	1	2	NA	NA	NA	-0.7985076962177716	1
Alkalicoccus	halolimnae	NA	NA	NA	40	NA	3.66866	1	NA	0.30010459245033816	0	5	NA	NA	NA	0.30010459245033816	0
Alkalicoccus	luteus	NA	NA	NA	NA	NA	3.55114	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalicoccus	saliphilus	1	NA	NA	48.4	NA	3.52522	1	NA	-0.16251892949777494	0	5	NA	NA	NA	-0.16251892949777494	0
Alkalicoccus	urumqiensis	NA	NA	NA	41.4	NA	3.28071	1	NA	0.5007752879124892	1	5	NA	NA	NA	-0.4307829160924542	0
Alkaliflexus	imshenetskii	NA	NA	NA	44.3	NA	4.12227	0	NA	1.9459101490553132	1	2	8.85	NA	NA	-1.1239300966523995	NA
Alkalihalobacillus	akibai	1	NA	NA	34.4	NA	4.74037	1	NA	1.252762968495368	1	5	NA	NA	NA	-0.35667494393873245	1
Alkalihalobacillus	alcalophilus	NA	NA	NA	37.56	NA	4.21	1	NA	NA	1	5	NA	NA	NA	NA	0.3333333333333333
Alkalihalobacillus	algicola	NA	NA	NA	NA	NA	3.93047	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalihalobacillus	alkalinitrilicus	NA	NA	NA	35.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalihalobacillus	alkalisediminis	NA	NA	NA	37.65	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalihalobacillus	berkeleyi	NA	NA	NA	NA	NA	3.4962	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalihalobacillus	bogoriensis	NA	NA	NA	NA	NA	5.0024	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalihalobacillus	caeni	NA	NA	NA	40.9	NA	4.7036	NA	NA	1.0647107369924282	1	5	7	NA	NA	-0.6931471805599453	NA
Alkalihalobacillus	clausii	NA	NA	7	44.087828571428574	4359.666666666667	4.38287	1	NA	NA	1	5	8.75	NA	NA	NA	0
Alkalihalobacillus	decolorationis	NA	NA	NA	39.8	NA	NA	0.75	NA	0.9162907318741551	1	5	NA	NA	NA	-0.4307829160924542	1
Alkalihalobacillus	gibsonii	NA	NA	NA	41.120000000000005	NA	3.93777	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalihalobacillus	halodurans	NA	NA	8	42.88333333333333	NA	NA	1	NA	NA	1	4.5	9.5	NA	NA	NA	0
Alkalihalobacillus	hemicellulosilyticus	1	NA	NA	36.8	NA	4.53806	0.75	NA	1.3862943611198906	1	5	NA	NA	NA	-0.916290731874155	1
Alkalihalobacillus	hemicentroti	NA	NA	NA	38.8	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalihalobacillus	hunanensis	NA	NA	NA	40.9	NA	NA	1	NA	NA	1	5	NA	NA	NA	NA	1
Alkalihalobacillus	hwajinpoensis	NA	NA	NA	40.9	NA	4.70332	0.75	NA	1.1786549963416462	0	5	NA	NA	NA	0.13976194237515863	1
Alkalihalobacillus	kiskunsagensis	NA	NA	NA	36.6	NA	NA	1	NA	0.6931471805599453	0	3.5	NA	NA	NA	-0.5108256237659907	1
Alkalihalobacillus	krulwichiae	NA	NA	15	39.300000000000004	4754	4.580406666666667	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalihalobacillus	lehensis	NA	NA	NA	39.9	4091	3.99374	1	NA	NA	1	5	NA	NA	NA	NA	0
Alkalihalobacillus	ligniniphilus	NA	NA	NA	40.76	NA	NA	1	NA	NA	NA	NA	9	NA	NA	NA	NA
Alkalihalobacillus	lindianensis	NA	NA	NA	42.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalihalobacillus	lonarensis	NA	NA	NA	NA	NA	2.58221	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalihalobacillus	macyae	NA	NA	NA	37	NA	4.25678	1	NA	1.0116009116784799	1	1	NA	NA	NA	-0.5108256237659907	1
Alkalihalobacillus	marmarensis	1	NA	NA	40.2	NA	NA	1	NA	0.8109302162163288	1	5	NA	NA	NA	-0.05129329438755058	1
Alkalihalobacillus	miscanthi	NA	NA	NA	NA	NA	4.25071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalihalobacillus	murimartini	NA	NA	NA	39.6	NA	NA	1	NA	0.9162907318741551	1	NA	NA	NA	NA	-0.6931471805599453	1
Alkalihalobacillus	nanhaiisediminis	1	NA	NA	40.3	NA	3.57138	1	NA	0.6418538861723947	1	5	8.25	NA	NA	-0.5108256237659907	0.5
Alkalihalobacillus	oceani	NA	NA	NA	46.3	NA	4.47405	1	NA	1.3217558399823195	1	5	NA	NA	NA	-0.5108256237659907	1
Alkalihalobacillus	okhensis	NA	NA	NA	NA	NA	4.86528	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalihalobacillus	okuhidensis	NA	NA	NA	41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalihalobacillus	oshimensis	NA	NA	NA	40.95	NA	4.05838	1	NA	0.965080896043587	0.5	5	NA	NA	NA	-0.4307829160924542	1
Alkalihalobacillus	patagoniensis	NA	NA	NA	39.7	NA	4.64691	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalihalobacillus	plakortidis	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalihalobacillus	pseudalcaliphilus	NA	NA	NA	38.525000000000006	NA	4.48741	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalihalobacillus	pseudofirmus	NA	NA	NA	39.666666666666664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalihalobacillus	rhizoaerae	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalihalobacillus	shacheensis	NA	NA	NA	46.8	NA	3.9822	1	NA	NA	1	5	NA	NA	NA	NA	1
Alkalihalobacillus	trypoxylicola	NA	NA	NA	37.4	NA	4.26691	1	NA	0.3364722366212129	0	5	NA	NA	NA	-0.5108256237659907	1
Alkalihalobacillus	urbisdiaboli	NA	NA	NA	38.1	NA	4.55504	0	NA	1.1786549963416462	1	2	NA	NA	NA	-0.2231435513142097	1
Alkalihalobacillus	wakoensis	1	NA	NA	37.2	NA	4.53094	1	NA	0.5596157879354227	1	5	NA	NA	NA	-0.4307829160924542	1
Alkalihalobacillus	xiaoxiensis	NA	NA	NA	40.1	NA	4.37533	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalihalobacterium	alkalinitrilicum	NA	NA	NA	NA	NA	5.52357	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalihalobacterium	elongatum	NA	NA	NA	NA	NA	4.81009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalihalophilus	marmarensis	NA	NA	NA	NA	NA	4.02059	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalihalophilus	pseudofirmus	NA	NA	NA	39.8927	4297	4.593123333333334	1	NA	NA	1	4	9	NA	NA	NA	0
Alkalilactibacillus	ikkensis	NA	NA	NA	38.4	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Alkalilacustris	brevis	NA	NA	NA	65.5	NA	3.48025	0	NA	0.22314355131420976	NA	5	NA	NA	NA	-0.6931471805599453	NA
Alkalilimnicola	ehrlichii	NA	NA	2	67.5	2964	3.27594	0	NA	0.6931471805599453	1	1.6666666666666667	9.3	NA	30	-0.916290731874155	NA
Alkalilimnicola	halodurans	NA	NA	NA	65.6	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalimarinus	sediminis	NA	NA	NA	NA	NA	4.1796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalimicrobium	pacificum	NA	NA	NA	60.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalimonas	amylolytica	NA	NA	NA	52.5	NA	4.06006	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalimonas	collagenimarina	NA	NA	NA	49.3	NA	NA	0	NA	0.5306282510621704	1	5	9.25	1	33	-0.35667494393873245	0
Alkalimonas	delamerensis	NA	NA	NA	55.4	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkaliphilus	crotonatoxidans	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkaliphilus	flagellatus	NA	NA	NA	NA	NA	3.59925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkaliphilus	halophilus	NA	NA	NA	28.5	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA
Alkaliphilus	hydrothermalis	NA	NA	NA	37.1	NA	3.07594	1	NA	NA	NA	1	NA	NA	NA	NA	NA
Alkaliphilus	metalliredigens	NA	NA	10	36.8	4958	4.92957	1	NA	NA	1	1	NA	NA	NA	NA	0
Alkaliphilus	namsaraevii	NA	NA	NA	32.6	NA	NA	1	NA	1.9810014688665833	1	4	NA	NA	NA	-1.2039728043259361	1
Alkaliphilus	oremlandii	NA	NA	8	36.3	3070	3.12356	1	NA	NA	1	1	NA	NA	NA	NA	0.75
Alkaliphilus	peptidifermentans	NA	NA	NA	33.8	NA	4.45979	1	NA	NA	NA	1	NA	NA	NA	NA	NA
Alkaliphilus	pronyensis	NA	NA	NA	33.9	NA	3.06132	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkaliphilus	serpentinus	NA	NA	NA	37	NA	3.29152	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkaliphilus	transvaalensis	NA	NA	NA	36.4	NA	4.02484	1	NA	NA	NA	1	NA	NA	NA	NA	NA
Alkalispirillum	mobile	NA	NA	NA	66.2	NA	2.95214	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Alkalispirochaeta	alkalica	NA	NA	NA	57.1	NA	3.35831	0	NA	NA	0	1	NA	NA	NA	NA	NA
Alkalispirochaeta	americana	NA	NA	NA	NA	NA	3.30905	0	NA	NA	NA	1	NA	NA	NA	NA	NA
Alkalispirochaeta	cellulosivorans	NA	NA	NA	55.5	NA	NA	0	NA	2.70805020110221	1	1	NA	NA	NA	-1.8971199848858813	NA
Alkalispirochaeta	odontotermitis	NA	NA	NA	NA	NA	3.82624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkalitalea	saponilacus	NA	NA	4	39.4	3629	4.77557	1	NA	1.7047480922384253	1	1	9.7	3.25	36	-0.916290731874155	0
Alkanibacter	difficilis	1	NA	NA	62.8	NA	NA	0	NA	-0.10536051565782628	NA	5	7	0	30	-0.5108256237659907	0
Alkanindiges	hongkongensis	NA	NA	NA	46.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkanindiges	hydrocarboniclasticus	NA	NA	NA	NA	NA	3.2976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alkanindiges	illinoisensis	NA	NA	NA	NA	NA	3.29941	0	NA	0.6931471805599453	0	5	NA	NA	NA	0.22314355131420976	1
Allgaiera	indica	NA	NA	NA	66.3	NA	4.28069	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Allisonella	histaminiformans	NA	NA	NA	46.8	NA	1.70055	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
