Genus	Species	Aggregation_score	B_vitamins	Copies_16S	GC_content	Gene_number	Genome_Mb	Gram_positive	IgA	Length	Motility	Oxygen_tolerance	pH_optimum	Salt_optimum	Temp_optimum	Width	Sporulation
Oceanobacillus	neutriphilus	1	NA	NA	36.3	NA	5.44334	1	NA	0.38865798979178323	1	5	7	NA	37	0.38865798979178323	1
Oceanobacillus	oncorhynchi	1	NA	NA	39.03333333333333	NA	4.608	1	NA	0.31237468504215243	1	4.333333333333333	9.5	7	33	-0.5978370007556204	0.6666666666666666
Oceanobacillus	pacificus	NA	NA	NA	38.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanobacillus	picturae	NA	NA	NA	39.5	NA	3.67517	1	NA	NA	1	4	NA	NA	NA	NA	1
Oceanobacillus	piezotolerans	NA	NA	NA	37.3	NA	3.98742	1	NA	0.7419373447293773	1	5	NA	NA	NA	-0.4307829160924542	1
Oceanobacillus	polygoni	1	NA	NA	40.6	NA	4.53688	1	NA	1.4350845252893227	1	3	9	3	35	-0.5978370007556204	1
Oceanobacillus	profundus	NA	NA	NA	40.2	NA	4.77868	1	NA	0.3364722366212129	1	5	8	2	35	-1.2039728043259361	1
Oceanobacillus	rekensis	NA	NA	NA	36.7	NA	3.8651	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanobacillus	salinisoli	NA	NA	NA	NA	NA	4.31955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanobacillus	senegalensis	NA	NA	NA	NA	NA	4.30037	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanobacillus	sojae	NA	NA	NA	38	NA	4.82927	1	NA	NA	NA	5	NA	NA	NA	NA	NA
Oceanobacillus	timonensis	NA	NA	NA	NA	NA	4.48534	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanobacillus	zhaokaii	NA	NA	NA	37.1	4003	4.10361	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanobacter	kriegii	NA	NA	NA	NA	NA	4.50583	0	NA	1.1314021114911006	1	5	NA	NA	NA	0	1
Oceanobacter	mangrovi	NA	NA	NA	NA	NA	5.11501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanococcus	atlanticus	NA	NA	NA	NA	NA	3.652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanomicrobium	pacificus	NA	NA	NA	NA	NA	3.25546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanospirillaceae	bacterium	NA	NA	NA	56.1	2805	2.99003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanospirillum	beijerinckii	NA	NA	NA	NA	NA	5.32532	0	NA	2.4203681286504293	NA	NA	NA	NA	NA	-0.16251892949777494	NA
Oceanospirillum	linum	NA	NA	NA	NA	NA	3.78219	0	NA	NA	NA	5	NA	NA	NA	NA	NA
Oceanospirillum	maris	NA	NA	NA	NA	NA	3.70981	0	NA	2.3978952727983707	1	5	NA	NA	NA	-0.16251892949777494	NA
Oceanospirillum	multiglobuliferum	NA	NA	NA	NA	NA	3.5127100000000002	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanospirillum	sanctuarii	NA	NA	NA	50.3	NA	4.05129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanospirillum	vagum	NA	NA	NA	49.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oceanotoga	teriensis	1	NA	NA	26.8	NA	2.79303	0	NA	0.9162907318741551	1	1	7.55	4.25	56.5	-0.2876820724517809	0
Ochrobactrum	anthropi	NA	NA	4	56.900000000000006	NA	NA	0	NA	NA	1	5	NA	NA	NA	NA	NA
Ochrobactrum	ciceri	1	NA	NA	58.8	NA	NA	0	NA	NA	1	NA	7	NA	37	NA	0
Ochrobactrum	cytisi	0	NA	NA	56.4	NA	NA	0	NA	NA	1	5	NA	NA	27.5	NA	0
Ochrobactrum	haematophilum	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	5	27.5	NA	0
Ochrobactrum	intermedium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Ochrobactrum	oryzae	1	NA	NA	NA	NA	NA	0	NA	0.3364722366212129	1	NA	6	0	30	-0.2231435513142097	0
Ochrobactrum	pituitosum	NA	NA	5	NA	NA	NA	0	NA	0.6931471805599453	1	NA	NA	NA	27.5	NA	0
Ochrobactrum	pseudintermedium	NA	NA	NA	54.5	NA	NA	0	NA	0.47000362924573563	1	NA	NA	NA	35	-0.35667494393873245	0
Ochrobactrum	pseudogrignonense	NA	NA	5	NA	NA	NA	0	NA	NA	0	NA	NA	NA	27.5	NA	0
Ochrobactrum	quorumnocens	NA	NA	4	53.1734	5328	5.64529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ochrobactrum	soli	NA	NA	NA	57.1	NA	5.02412	0	NA	-0.5108256237659907	1	5	NA	NA	NA	0.47000362924573563	0
Ochrobactrum	teleogrylli	NA	NA	NA	NA	NA	4.7608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ochrobactrum	thiophenivorans	NA	NA	NA	NA	NA	NA	0	NA	0.6931471805599453	0	NA	NA	NA	NA	NA	0
Ochrobactrum	tritici	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Ochrovirga	pacifica	NA	NA	NA	NA	NA	3.38463	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
OCS155	cluster	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Octadecabacter	antarcticus	NA	NA	2	55.0512	5039	4.87548	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Octadecabacter	arcticus	NA	NA	2	55.794466666666665	5660	5.47825	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Octadecabacter	ascidiaceicola	NA	NA	NA	56	NA	3.23306	0	NA	0.6151856390902335	0	NA	NA	NA	NA	-1.0498221244986778	0
Octadecabacter	ponticola	NA	NA	NA	62	NA	NA	0	NA	1.4350845252893227	0	5	NA	NA	NA	-0.5978370007556204	0
Octadecabacter	temperatus	NA	NA	1	54.67746666666667	3289	3.26463	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Odoribacter	anchnicus	NA	NA	NA	NA	NA	NA	0	NA	0.5596157879354227	0	1	NA	NA	NA	-0.35667494393873245	1
Odoribacter	denticanis	NA	NA	NA	NA	NA	NA	0	NA	NA	0	1	NA	NA	NA	NA	0
Odoribacter	faecigallinarum	NA	NA	NA	NA	NA	2.24878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Odoribacter	laneus	NA	NA	NA	42.4	NA	3.77301	0	NA	2.2192034840549946	0	1	NA	NA	NA	0.13976194237515863	1
Odoribacteraceae	bacterium	NA	NA	NA	43.6	4690	5.74323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Odyssella	thessalonicensis	NA	NA	NA	NA	NA	2.84765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oecophyllibacter	saccharovorans	NA	NA	1	61.55773333333334	1696	1.9428033333333332	0	NA	-0.10536051565782628	0	5	7	NA	NA	-0.7444404749474959	NA
Oenococcus	alcoholitolerans	NA	NA	NA	NA	NA	1.15038	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oenococcus	kitaharae	NA	NA	NA	41	NA	1.84224	1	NA	NA	NA	3	NA	NA	NA	NA	NA
Oenococcus	oeni	NA	NA	2	37.87788	1888.2857142857142	1.858317	1	NA	NA	0	4	3.65	NA	NA	NA	1
Oenococcus	sicerae	NA	NA	2	40.3	1699	1.66439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oerskovia	douganii	NA	NA	NA	NA	NA	4.25262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oerskovia	enterophila	NA	NA	NA	71	NA	4.53507	1	NA	NA	0	3	NA	NA	NA	NA	1
Oerskovia	gallyi	NA	NA	NA	NA	NA	4.25127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oerskovia	jenensis	NA	NA	NA	NA	NA	4.45369	1	NA	NA	NA	5	NA	NA	NA	NA	NA
Oerskovia	merdavium	NA	NA	NA	NA	NA	4.48686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oerskovia	paurometabola	NA	NA	NA	NA	NA	4.32643	1	NA	NA	NA	5	NA	NA	NA	NA	NA
Oerskovia	rustica	NA	NA	NA	NA	NA	4.35159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oerskovia	turbata	NA	NA	NA	70.5	NA	4.02509	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ogataea	chonburiensis	0	NA	NA	NA	NA	NA	NA	NA	1.1631508098056809	NA	NA	NA	NA	NA	1.0986122886681098	1
Ogataea	deakii	0	NA	NA	NA	NA	NA	NA	NA	1.4469189829363254	NA	NA	NA	NA	25	1.252762968495368	1
Ogataea	ganodermae	0	NA	NA	NA	NA	NA	NA	NA	1.3217558399823195	NA	NA	NA	NA	38	1.3862943611198906	1
Ogataea	histrianica	0	NA	NA	NA	NA	NA	NA	NA	1.3217558399823195	NA	NA	NA	NA	25	0.8109302162163288	1
Ogataea	kolombanensis	0	NA	NA	NA	NA	NA	NA	NA	1.3217558399823195	NA	NA	NA	NA	25	1.0986122886681098	1
Ogataea	nakhonphanomensis	0	NA	NA	NA	NA	NA	NA	NA	1.1474024528375417	NA	NA	NA	NA	NA	1.0296194171811581	1
Oharaeibacter	diazotrophicus	NA	NA	NA	74.6	NA	4.99189	0	NA	0.5877866649021191	1	5	NA	NA	NA	0.22314355131420976	0
Ohtaekwangia	koreensis	NA	NA	NA	42.8	NA	7.24127	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Ohtaekwangia	kribbensis	NA	NA	NA	44.6	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Okeania	hirsuta	NA	NA	NA	NA	NA	8.13335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Okibacterium	endophyticum	NA	NA	NA	66	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Okibacterium	fritillariae	NA	NA	NA	67	NA	3.13823	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olavius	algarvensis	NA	NA	NA	NA	NA	2.39369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olegusella	massiliensis	NA	NA	NA	NA	NA	1.80674	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oleiagrimonas	citrea	NA	NA	NA	66.1	NA	3.32456	0	NA	0.9162907318741551	1	5	NA	NA	NA	-0.6931471805599453	NA
Oleiagrimonas	soli	NA	NA	NA	67	NA	3.37318	0	NA	0.09531017980432493	NA	5	NA	NA	NA	-0.6931471805599453	NA
Oleibacter	marinus	NA	NA	NA	53.016666666666666	NA	3.85947	0	NA	0.7808527609790508	1	5	8	4	27.5	-0.7985076962177716	NA
Oleidesulfovibrio	alaskensis	NA	NA	NA	56.665	3377	3.73023	0	NA	1.0986122886681098	1	1	7.5	NA	NA	-0.16251892949777494	0.5
Oleidesulfovibrio	vietnamensis	NA	NA	NA	60.6	NA	NA	0	NA	1.0116009116784799	1	1	7.5	NA	NA	-0.10536051565782628	1
Oleiharenicola	alkalitolerans	NA	NA	NA	66.1	NA	NA	0	NA	-0.2876820724517809	0	5	NA	NA	NA	NA	0
Oleiharenicola	lentus	NA	NA	NA	NA	NA	4.71339	0	NA	NA	1	5	6.5	NA	NA	0	1
Oleimmundimicrobium	americanum	NA	NA	NA	NA	NA	1.51388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oleiphilus	messinensis	NA	NA	5	48.199999999999996	5528	6.37928	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oleisolibacter	albus	NA	NA	NA	68.2	NA	4.69254	0	NA	0.9360933591703348	1	5	NA	NA	NA	-0.16251892949777494	NA
Oleispira	antarctica	NA	NA	NA	42.2	3970	4.40638	0	NA	NA	1	5	NA	NA	NA	NA	NA
Oleomonas	cavernae	NA	NA	NA	NA	NA	5.64345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oligella	ureolytica	NA	NA	3	45.391466666666666	2715	2.7780066666666667	0	NA	0	1	3.6666666666666665	NA	NA	NA	NA	1
Oligella	urethralis	NA	NA	3	46.63333333333333	2375	2.4809033333333335	0	NA	0	0	4.5	NA	NA	NA	NA	0.5
Oligoflexus	tunisiensis	NA	NA	NA	54	NA	7.56911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oligosphaera	ethanolica	NA	NA	NA	61.1	NA	NA	0	NA	0	0	1	7	0	37	0	0
Oligotropha	carboxidovorans	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oliverpabstia	intestinalis	NA	NA	NA	44.1	NA	3.23339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olivibacter	composti	NA	NA	NA	43	NA	NA	0	NA	-0.10536051565782628	0	5	NA	NA	NA	-0.5978370007556204	NA
Olivibacter	domesticus	NA	NA	NA	42	NA	6.7805	0	NA	0.30010459245033816	0	5	6.75	NA	NA	-0.5978370007556204	0.5
Olivibacter	ginsengisoli	NA	NA	NA	43.6	NA	NA	0	NA	0.3364722366212129	0	5	7.15	NA	30	-0.2231435513142097	0
Olivibacter	ginsenosidimutans	NA	NA	NA	41.9	NA	NA	0	NA	NA	NA	1	NA	NA	NA	-0.35667494393873245	NA
Olivibacter	jilunii	1	NA	NA	41.2	NA	6.70405	0	NA	0.26236426446749106	0	5	7.25	NA	29	-0.5978370007556204	0
Olivibacter	oleidegradans	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olivibacter	sitiensis	NA	NA	NA	45.6	NA	5.05357	0	NA	NA	0	5	6.75	NA	30	NA	0.3333333333333333
Olivibacter	soli	NA	NA	NA	39.2	NA	NA	0	NA	0.5007752879124892	0	5	7	NA	30	-0.35667494393873245	0
Olivibacter	terrae	NA	NA	NA	40.6	NA	NA	0	NA	0.09531017980432493	0	5	7	NA	30	-0.35667494393873245	0
Olleya	algicola	NA	NA	NA	34.6	NA	NA	0	NA	0.6151856390902335	1	5	NA	NA	NA	-1.0498221244986778	NA
Olleya	aquimaris	NA	NA	4	33.48	3167	3.2982133333333334	0	NA	0.7339691750802005	1	5	6.75	2	37	-0.5978370007556204	0
Olleya	marilimosa	1	NA	NA	49	NA	3.34371	0	NA	0.8109302162163288	1	5	7	0.35	17	-0.916290731874155	0
Olleya	namhaensis	NA	NA	NA	42.8	NA	3.52297	0	NA	0.6931471805599453	1	5	7.5	2	25	-1.0498221244986778	NA
Olleya	sediminilitoris	NA	NA	NA	NA	NA	3.41972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olsenella	avicola	NA	NA	NA	NA	NA	2.24117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olsenella	avistercoris	NA	NA	NA	NA	NA	1.93428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olsenella	excrementavium	NA	NA	NA	NA	NA	1.79867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olsenella	excrementigallinarum	NA	NA	NA	NA	NA	1.76181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olsenella	intestinalis	NA	NA	NA	NA	NA	2.45369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olsenella	massiliensis	NA	NA	NA	NA	NA	1.81871	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olsenella	phocaeensis	NA	NA	NA	NA	NA	2.27677	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olsenella	porci	NA	NA	NA	64.9	NA	2.36213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olsenella	profusa	NA	NA	NA	64	NA	2.07265	1	NA	NA	NA	1	NA	NA	NA	NA	NA
Olsenella	pullicola	NA	NA	NA	NA	NA	2.26203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olsenella	pullistercoris	NA	NA	NA	NA	NA	1.88242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olsenella	scatoligenes	NA	NA	NA	62.1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
Olsenella	stercoravium	NA	NA	NA	NA	NA	1.84232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olsenella	timonensis	NA	NA	2	68.1	2018	2.17674	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olsenella	uli	NA	NA	1	60.800000000000004	1807	2.0519	1	NA	NA	0	1	4.75	NA	NA	NA	1
Olsenella	umbonata	NA	NA	NA	NA	NA	NA	1	NA	NA	0	1	NA	NA	NA	NA	0
Olsenella	urininfantis	NA	NA	NA	NA	NA	1.74861	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
OMG	group	NA	NA	NA	NA	NA	5.64897	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Omnitrophus	magneticus	NA	NA	NA	NA	NA	3.1459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Onion	yellows	NA	NA	NA	27.8	791	0.853092	1	NA	NA	NA	5	NA	NA	NA	NA	NA
Onthenecus	intestinigallinarum	NA	NA	NA	NA	NA	2.42739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Onthocola	gallistercoris	NA	NA	NA	NA	NA	2.38978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Onthocola	stercoravium	NA	NA	NA	NA	NA	1.35186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Onthocola	stercorigallinarum	NA	NA	NA	NA	NA	1.26998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Onthomonas	avicola	NA	NA	NA	NA	NA	2.38952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Onthomorpha	intestinigallinarum	NA	NA	NA	NA	NA	1.70878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Onthoplasma	faecigallinarum	NA	NA	NA	NA	NA	1.01162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Onthoplasma	faecipullorum	NA	NA	NA	NA	NA	1.14173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Onthosoma	merdavium	NA	NA	NA	NA	NA	1.5229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Onthousia	excrementipullorum	NA	NA	NA	NA	NA	1.50267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Onthousia	faecavium	NA	NA	NA	NA	NA	1.27688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Onthousia	faecigallinarum	NA	NA	NA	NA	NA	1.14893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Onthousia	faecipullorum	NA	NA	NA	NA	NA	1.41249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Onthovicinus	excrementipullorum	NA	NA	NA	NA	NA	2.45142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Onthovivens	merdipullorum	NA	NA	NA	NA	NA	1.4594800000000001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Opitutaceae	bacterium	NA	NA	NA	63.4762	6136	7.41767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Opitutae	bacterium	NA	NA	NA	48.9	3981.6666666666665	4.572586666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Opitutus	paludus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
Opitutus	terrae	NA	NA	1	65.3	4694	5.95761	0	NA	NA	1	1	NA	NA	NA	NA	1
Orbus	hercynius	1	NA	NA	36.4	NA	2.35778	0	NA	0.22314355131420976	0	2	7.5	0	25	-0.2231435513142097	NA
Orbus	sasakiae	1	NA	NA	32.1	NA	NA	0	NA	-0.2876820724517809	0	2	7.5	1	22.5	-0.2876820724517809	NA
Ordinivivax	streblomastigis	NA	NA	NA	NA	NA	4.84649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ordoribacter	laneus	1	NA	NA	42.4	NA	NA	0	NA	2.327277705584417	0	1	7	0.5	37	0.13976194237515863	0
Orenia	chitinitropha	NA	NA	NA	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Orenia	marismortui	NA	NA	NA	NA	NA	3.45977	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Orenia	metallireducens	NA	NA	NA	32.1	NA	3.46599	1	NA	1.8718021769015913	1	1	7.5	NA	NA	NA	0
Orenia	salinaria	NA	NA	NA	33.7	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA
Orenia	sivashensis	NA	NA	NA	28.6	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA
Oribacterium	asaccharolyticum	NA	NA	NA	43.3	NA	2.52058	0.75	NA	NA	1	1	NA	NA	NA	NA	0
Oribacterium	parvum	NA	NA	NA	42	NA	2.47086	0.8333333333333334	NA	NA	1	1	NA	NA	NA	NA	0
Oribacterium	sinus	NA	0	NA	42.4	NA	2.72781	1	NA	NA	1	1	NA	NA	NA	NA	0
Oricola	cellulosilytica	NA	NA	NA	63.3	NA	3.70566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oricola	indica	NA	NA	NA	NA	NA	5.09353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oricola	thermophila	NA	NA	1	63.5	3882	3.99854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Orientia	chuto	NA	NA	NA	NA	NA	1.0922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Orientia	tsutsugamushi	NA	NA	1	30.57	2300.4	2.200071904761905	0	NA	NA	1	5	NA	NA	NA	NA	NA
Ornatilinea	apprima	NA	NA	NA	55	NA	4.33833	0	NA	NA	0	1	7.75	1	43.5	-0.6931471805599453	0
Ornithinibacillus	bavariensis	1	NA	NA	36.4	NA	3.47503	1	NA	1.1085626195212779	1	5	7	2.25	42	0.1823215567939546	1
Ornithinibacillus	californiensis	NA	NA	NA	40.8	NA	3.97984	1	NA	1.3862943611198906	1	5	NA	NA	NA	-0.916290731874155	1
Ornithinibacillus	caprae	NA	NA	NA	35.9	NA	4.1583	1	NA	1.2237754316221157	1	NA	NA	NA	NA	-1.2039728043259361	1
Ornithinibacillus	contaminans	1	NA	NA	NA	NA	3.38944	1	NA	0.9162907318741551	0	5	7	3	30	-0.10536051565782628	1
Ornithinibacillus	gellani	NA	NA	NA	40.4	NA	3.78766	1	NA	1.0986122886681098	1	5	NA	NA	NA	-0.6931471805599453	1
Ornithinibacillus	halophilus	NA	NA	NA	36.9	NA	3.46362	1	NA	2.4849066497880004	1	5	7.5	6	37.5	-0.5978370007556204	1
Ornithinibacillus	halotolerans	NA	NA	NA	NA	NA	3.91029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ornithinibacillus	massiliensis	NA	NA	NA	NA	NA	3.86521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ornithinibacillus	salinisoli	NA	NA	NA	39.3	NA	NA	1	NA	1.5040773967762742	1	5	NA	NA	NA	-0.5108256237659907	1
Ornithinibacillus	scapharcae	NA	NA	NA	36.7	NA	3.84387	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ornithinibacter	aureus	NA	NA	NA	69.6	NA	3.69564	1	NA	-0.06187540371808753	0	5	7.2	1	34	-0.37106368139083207	0
Ornithinicoccus	halotolerans	NA	NA	NA	72.8	NA	3.32416	1	NA	-0.35667494393873245	0	5	NA	NA	NA	NA	NA
Ornithinicoccus	hortensis	NA	NA	NA	72.19999999999999	NA	3.93524	1	NA	NA	NA	5	NA	NA	NA	NA	NA
Ornithinicoccus	soli	NA	NA	NA	NA	NA	4.5568	1	NA	NA	0	5	7.5	NA	NA	-0.2876820724517809	NA
Ornithinimicrobium	avium	NA	NA	NA	72.4	3631	3.91891	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ornithinimicrobium	cavernae	NA	NA	NA	70.9	NA	4.55829	1	NA	NA	NA	5	NA	NA	NA	NA	NA
Ornithinimicrobium	cerasi	NA	NA	NA	NA	NA	3.77835	1	NA	0.371563556432483	0	NA	7.5	NA	NA	0	NA
Ornithinimicrobium	ciconiae	NA	NA	NA	69.2	3787	4.09291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ornithinimicrobium	flavum	NA	NA	2	72.13333333333334	3584	3.71291	1	NA	0.22314355131420976	0	5	NA	NA	NA	-0.2231435513142097	0
Ornithinimicrobium	humiphilum	NA	NA	NA	70	NA	3.43788	1	NA	NA	NA	5	NA	NA	NA	NA	NA
Ornithinimicrobium	kibberense	1	NA	NA	71	NA	NA	1	NA	NA	0	5	9	3.5	28	NA	NA
Ornithinimicrobium	laminariae	NA	NA	NA	NA	NA	2.78396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ornithinimicrobium	murale	NA	NA	NA	NA	NA	3.28576	1	NA	0.26236426446749106	NA	5	8	0	22.5	0.26236426446749106	0
Ornithinimicrobium	muralis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
Ornithinimicrobium	panacihumi	NA	NA	NA	71.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ornithinimicrobium	pekingense	NA	NA	NA	69	NA	3.85264	1	NA	0.26236426446749106	0	5	7.75	NA	35	-0.4307829160924542	NA
Ornithinimicrobium	pratense	NA	NA	2	70.8	3265	3.53941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ornithinimicrobium	tianjinense	1	NA	NA	68.3	NA	3.30948	1	NA	0.30010459245033816	0	5	6.75	NA	30	-0.6931471805599453	0
Ornithobacterium	hominis	NA	NA	NA	NA	NA	1.92427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ornithobacterium	rhinotracheale	NA	NA	3	37.54826666666666	2299.3333333333335	2.384703846153846	0	NA	NA	0	3.5	NA	NA	NA	NA	1
Ornithocaccomicrobium	faecavium	NA	NA	NA	NA	NA	3.30991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ornithoclostridium	excrementipullorum	NA	NA	NA	NA	NA	1.69184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ornithoclostridium	faecavium	NA	NA	NA	NA	NA	1.71256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ornithoclostridium	faecigallinarum	NA	NA	NA	NA	NA	1.5531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ornithomonoglobus	intestinigallinarum	NA	NA	NA	NA	NA	2.32495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ornithomonoglobus	merdipullorum	NA	NA	NA	NA	NA	2.65049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ornithospirochaeta	avicola	NA	NA	NA	NA	NA	1.49859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ornithospirochaeta	stercoravium	NA	NA	NA	NA	NA	2.06577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ornithospirochaeta	stercorigallinarum	NA	NA	NA	NA	NA	1.92963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ornithospirochaeta	stercoripullorum	NA	NA	NA	NA	NA	2.03523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Orrella	amnicola	NA	NA	NA	NA	NA	3.18413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Orrella	dioscoreae	NA	NA	2	67.4	4448	4.8481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Orrella	marina	NA	NA	NA	55.5	3781	4.22719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
